* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -8,0 dBFS, at 96000 Hz
* Dated: 4.10.2019 13:27:35
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: ; 
* Measurement: nov imp bass
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
15726.562 106.068 53.773
15726.929 106.070 53.773
15727.295 106.071 53.773
15727.661 106.073 53.773
15728.027 106.074 53.773
15728.394 106.075 53.773
15728.760 106.077 53.773
15729.126 106.078 53.773
15729.492 106.080 53.774
15729.858 106.081 53.774
15730.225 106.083 53.774
15730.591 106.084 53.774
15730.957 106.086 53.774
15731.323 106.087 53.774
15731.689 106.089 53.774
15732.056 106.090 53.774
15732.422 106.091 53.774
15732.788 106.093 53.774
15733.154 106.094 53.774
15733.521 106.096 53.774
15733.887 106.097 53.774
15734.253 106.099 53.774
15734.619 106.100 53.774
15734.985 106.102 53.774
15735.352 106.103 53.774
15735.718 106.104 53.774
15736.084 106.106 53.774
15736.450 106.107 53.774
15736.816 106.109 53.774
15737.183 106.110 53.774
15737.549 106.112 53.774
15737.915 106.113 53.774
15738.281 106.115 53.774
15738.647 106.116 53.774
15739.014 106.117 53.774
15739.380 106.119 53.774
15739.746 106.120 53.774
15740.112 106.122 53.774
15740.479 106.123 53.774
15740.845 106.125 53.774
15741.211 106.126 53.774
15741.577 106.128 53.774
15741.943 106.129 53.774
15742.310 106.131 53.774
15742.676 106.132 53.774
15743.042 106.133 53.774
15743.408 106.135 53.774
15743.774 106.136 53.774
15744.141 106.138 53.774
15744.507 106.139 53.774
15744.873 106.141 53.774
15745.239 106.142 53.774
15745.605 106.144 53.774
15745.972 106.145 53.774
15746.338 106.146 53.774
15746.704 106.148 53.774
15747.070 106.149 53.774
15747.437 106.151 53.774
15747.803 106.152 53.774
15748.169 106.154 53.774
15748.535 106.155 53.774
15748.901 106.157 53.774
15749.268 106.158 53.774
15749.634 106.160 53.774
15750.000 106.161 53.774
15750.366 106.162 53.774
15750.732 106.164 53.774
15751.099 106.165 53.774
15751.465 106.167 53.774
15751.831 106.168 53.774
15752.197 106.170 53.774
15752.563 106.171 53.774
15752.930 106.173 53.774
15753.296 106.174 53.774
15753.662 106.175 53.774
15754.028 106.177 53.774
15754.395 106.178 53.774
15754.761 106.180 53.774
15755.127 106.181 53.774
15755.493 106.183 53.774
15755.859 106.184 53.774
15756.226 106.186 53.774
15756.592 106.187 53.774
15756.958 106.188 53.774
15757.324 106.190 53.774
15757.690 106.191 53.774
15758.057 106.193 53.774
15758.423 106.194 53.774
15758.789 106.196 53.774
15759.155 106.197 53.774
15759.521 106.199 53.774
15759.888 106.200 53.774
15760.254 106.202 53.774
15760.620 106.203 53.774
15760.986 106.204 53.774
15761.353 106.206 53.774
15761.719 106.207 53.774
15762.085 106.209 53.774
15762.451 106.210 53.774
15762.817 106.212 53.774
15763.184 106.213 53.774
15763.550 106.215 53.774
15763.916 106.216 53.774
15764.282 106.217 53.774
15764.648 106.219 53.774
15765.015 106.220 53.774
15765.381 106.222 53.774
15765.747 106.223 53.774
15766.113 106.225 53.775
15766.479 106.226 53.775
15766.846 106.228 53.775
15767.212 106.229 53.775
15767.578 106.230 53.775
15767.944 106.232 53.775
15768.311 106.233 53.775
15768.677 106.235 53.775
15769.043 106.236 53.775
15769.409 106.238 53.775
15769.775 106.239 53.775
15770.142 106.241 53.775
15770.508 106.242 53.775
15770.874 106.243 53.775
15771.240 106.245 53.775
15771.606 106.246 53.775
15771.973 106.248 53.775
15772.339 106.249 53.775
15772.705 106.251 53.775
15773.071 106.252 53.775
15773.438 106.254 53.775
15773.804 106.255 53.775
15774.170 106.257 53.775
15774.536 106.258 53.775
15774.902 106.259 53.775
15775.269 106.261 53.775
15775.635 106.262 53.775
15776.001 106.264 53.775
15776.367 106.265 53.775
15776.733 106.267 53.775
15777.100 106.268 53.775
15777.466 106.270 53.775
15777.832 106.271 53.775
15778.198 106.272 53.775
15778.564 106.274 53.775
15778.931 106.275 53.775
15779.297 106.277 53.775
15779.663 106.278 53.775
15780.029 106.280 53.775
15780.396 106.281 53.775
15780.762 106.283 53.775
15781.128 106.284 53.775
15781.494 106.285 53.775
15781.860 106.287 53.775
15782.227 106.288 53.775
15782.593 106.290 53.775
15782.959 106.291 53.775
15783.325 106.293 53.775
15783.691 106.294 53.775
15784.058 106.296 53.775
15784.424 106.297 53.775
15784.790 106.298 53.775
15785.156 106.300 53.775
15785.522 106.301 53.775
15785.889 106.303 53.775
15786.255 106.304 53.775
15786.621 106.306 53.775
15786.987 106.307 53.775
15787.354 106.309 53.775
15787.720 106.310 53.775
15788.086 106.312 53.775
15788.452 106.313 53.775
15788.818 106.314 53.775
15789.185 106.316 53.775
15789.551 106.317 53.775
15789.917 106.319 53.775
15790.283 106.320 53.775
15790.649 106.322 53.775
15791.016 106.323 53.775
15791.382 106.325 53.775
15791.748 106.326 53.775
15792.114 106.327 53.775
15792.480 106.329 53.775
15792.847 106.330 53.775
15793.213 106.332 53.775
15793.579 106.333 53.775
15793.945 106.335 53.775
15794.312 106.336 53.775
15794.678 106.338 53.775
15795.044 106.339 53.775
15795.410 106.340 53.775
15795.776 106.342 53.775
15796.143 106.343 53.775
15796.509 106.345 53.775
15796.875 106.346 53.775
15797.241 106.348 53.775
15797.607 106.349 53.775
15797.974 106.351 53.775
15798.340 106.352 53.775
15798.706 106.353 53.775
15799.072 106.355 53.775
15799.438 106.356 53.775
15799.805 106.358 53.775
15800.171 106.359 53.775
15800.537 106.361 53.775
15800.903 106.362 53.775
15801.270 106.364 53.775
15801.636 106.365 53.775
15802.002 106.366 53.775
15802.368 106.368 53.776
15802.734 106.369 53.776
15803.101 106.371 53.776
15803.467 106.372 53.776
15803.833 106.374 53.776
15804.199 106.375 53.776
15804.565 106.377 53.776
15804.932 106.378 53.776
15805.298 106.380 53.776
15805.664 106.381 53.776
15806.030 106.382 53.776
15806.396 106.384 53.776
15806.763 106.385 53.776
15807.129 106.387 53.776
15807.495 106.388 53.776
15807.861 106.390 53.776
15808.228 106.391 53.776
15808.594 106.393 53.776
15808.960 106.394 53.776
15809.326 106.395 53.776
15809.692 106.397 53.776
15810.059 106.398 53.776
15810.425 106.400 53.776
15810.791 106.401 53.776
15811.157 106.403 53.776
15811.523 106.404 53.776
15811.890 106.406 53.776
15812.256 106.407 53.776
15812.622 106.408 53.776
15812.988 106.410 53.776
15813.354 106.411 53.776
15813.721 106.413 53.776
15814.087 106.414 53.776
15814.453 106.416 53.776
15814.819 106.417 53.776
15815.186 106.419 53.776
15815.552 106.420 53.776
15815.918 106.421 53.776
15816.284 106.423 53.776
15816.650 106.424 53.776
15817.017 106.426 53.776
15817.383 106.427 53.776
15817.749 106.429 53.776
15818.115 106.430 53.776
15818.481 106.432 53.776
15818.848 106.433 53.776
15819.214 106.434 53.776
15819.580 106.436 53.776
15819.946 106.437 53.776
15820.312 106.439 53.776
15820.679 106.440 53.776
15821.045 106.442 53.776
15821.411 106.443 53.776
15821.777 106.445 53.776
15822.144 106.446 53.776
15822.510 106.447 53.776
15822.876 106.449 53.776
15823.242 106.450 53.776
15823.608 106.452 53.776
15823.975 106.453 53.776
15824.341 106.455 53.776
15824.707 106.456 53.776
15825.073 106.458 53.776
15825.439 106.459 53.776
15825.806 106.460 53.776
15826.172 106.462 53.776
15826.538 106.463 53.776
15826.904 106.465 53.776
15827.271 106.466 53.776
15827.637 106.468 53.776
15828.003 106.469 53.776
15828.369 106.471 53.776
15828.735 106.472 53.776
15829.102 106.473 53.776
15829.468 106.475 53.776
15829.834 106.476 53.776
15830.200 106.478 53.776
15830.566 106.479 53.776
15830.933 106.481 53.776
15831.299 106.482 53.776
15831.665 106.484 53.776
15832.031 106.485 53.776
15832.397 106.486 53.776
15832.764 106.488 53.776
15833.130 106.489 53.776
15833.496 106.491 53.776
15833.862 106.492 53.776
15834.229 106.494 53.776
15834.595 106.495 53.776
15834.961 106.497 53.776
15835.327 106.498 53.776
15835.693 106.499 53.776
15836.060 106.501 53.776
15836.426 106.502 53.776
15836.792 106.504 53.776
15837.158 106.505 53.776
15837.524 106.507 53.776
15837.891 106.508 53.776
15838.257 106.510 53.777
15838.623 106.511 53.777
15838.989 106.512 53.777
15839.355 106.514 53.777
15839.722 106.515 53.777
15840.088 106.517 53.777
15840.454 106.518 53.777
15840.820 106.520 53.777
15841.187 106.521 53.777
15841.553 106.523 53.777
15841.919 106.524 53.777
15842.285 106.525 53.777
15842.651 106.527 53.777
15843.018 106.528 53.777
15843.384 106.530 53.777
15843.750 106.531 53.777
15844.116 106.533 53.777
15844.482 106.534 53.777
15844.849 106.536 53.777
15845.215 106.537 53.777
15845.581 106.538 53.777
15845.947 106.540 53.777
15846.313 106.541 53.777
15846.680 106.543 53.777
15847.046 106.544 53.777
15847.412 106.546 53.777
15847.778 106.547 53.777
15848.145 106.549 53.777
15848.511 106.550 53.777
15848.877 106.551 53.777
15849.243 106.553 53.777
15849.609 106.554 53.777
15849.976 106.556 53.777
15850.342 106.557 53.777
15850.708 106.559 53.777
15851.074 106.560 53.777
15851.440 106.562 53.777
15851.807 106.563 53.777
15852.173 106.564 53.777
15852.539 106.566 53.777
15852.905 106.567 53.777
15853.271 106.569 53.777
15853.638 106.570 53.777
15854.004 106.572 53.777
15854.370 106.573 53.777
15854.736 106.575 53.777
15855.103 106.576 53.777
15855.469 106.577 53.777
15855.835 106.579 53.777
15856.201 106.580 53.777
15856.567 106.582 53.777
15856.934 106.583 53.777
15857.300 106.585 53.777
15857.666 106.586 53.777
15858.032 106.588 53.777
15858.398 106.589 53.777
15858.765 106.590 53.777
15859.131 106.592 53.777
15859.497 106.593 53.777
15859.863 106.595 53.777
15860.229 106.596 53.777
15860.596 106.598 53.777
15860.962 106.599 53.777
15861.328 106.601 53.777
15861.694 106.602 53.777
15862.061 106.603 53.777
15862.427 106.605 53.777
15862.793 106.606 53.777
15863.159 106.608 53.777
15863.525 106.609 53.777
15863.892 106.611 53.777
15864.258 106.612 53.777
15864.624 106.614 53.777
15864.990 106.615 53.777
15865.356 106.616 53.777
15865.723 106.618 53.777
15866.089 106.619 53.777
15866.455 106.621 53.777
15866.821 106.622 53.777
15867.188 106.624 53.777
15867.554 106.625 53.777
15867.920 106.627 53.777
15868.286 106.628 53.777
15868.652 106.629 53.777
15869.019 106.631 53.777
15869.385 106.632 53.777
15869.751 106.634 53.777
15870.117 106.635 53.777
15870.483 106.637 53.777
15870.850 106.638 53.777
15871.216 106.640 53.777
15871.582 106.641 53.777
15871.948 106.642 53.777
15872.314 106.644 53.777
15872.681 106.645 53.777
15873.047 106.647 53.777
15873.413 106.648 53.778
15873.779 106.650 53.778
15874.146 106.651 53.778
15874.512 106.653 53.778
15874.878 106.654 53.778
15875.244 106.655 53.778
15875.610 106.657 53.778
15875.977 106.658 53.778
15876.343 106.660 53.778
15876.709 106.661 53.778
15877.075 106.663 53.778
15877.441 106.664 53.778
15877.808 106.666 53.778
15878.174 106.667 53.778
15878.540 106.668 53.778
15878.906 106.670 53.778
15879.272 106.671 53.778
15879.639 106.673 53.778
15880.005 106.674 53.778
15880.371 106.676 53.778
15880.737 106.677 53.778
15881.104 106.679 53.778
15881.470 106.680 53.778
15881.836 106.681 53.778
15882.202 106.683 53.778
15882.568 106.684 53.778
15882.935 106.686 53.778
15883.301 106.687 53.778
15883.667 106.689 53.778
15884.033 106.690 53.778
15884.399 106.692 53.778
15884.766 106.693 53.778
15885.132 106.694 53.778
15885.498 106.696 53.778
15885.864 106.697 53.778
15886.230 106.699 53.778
15886.597 106.700 53.778
15886.963 106.702 53.778
15887.329 106.703 53.778
15887.695 106.704 53.778
15888.062 106.706 53.778
15888.428 106.707 53.778
15888.794 106.709 53.778
15889.160 106.710 53.778
15889.526 106.712 53.778
15889.893 106.713 53.778
15890.259 106.715 53.778
15890.625 106.716 53.778
15890.991 106.717 53.778
15891.357 106.719 53.778
15891.724 106.720 53.778
15892.090 106.722 53.778
15892.456 106.723 53.778
15892.822 106.725 53.778
15893.188 106.726 53.778
15893.555 106.728 53.778
15893.921 106.729 53.778
15894.287 106.730 53.778
15894.653 106.732 53.778
15895.020 106.733 53.778
15895.386 106.735 53.778
15895.752 106.736 53.778
15896.118 106.738 53.778
15896.484 106.739 53.778
15896.851 106.741 53.778
15897.217 106.742 53.778
15897.583 106.743 53.778
15897.949 106.745 53.778
15898.315 106.746 53.778
15898.682 106.748 53.778
15899.048 106.749 53.778
15899.414 106.751 53.778
15899.780 106.752 53.778
15900.146 106.754 53.778
15900.513 106.755 53.778
15900.879 106.756 53.778
15901.245 106.758 53.778
15901.611 106.759 53.778
15901.978 106.761 53.778
15902.344 106.762 53.778
15902.710 106.764 53.778
15903.076 106.765 53.778
15903.442 106.767 53.778
15903.809 106.768 53.778
15904.175 106.769 53.778
15904.541 106.771 53.778
15904.907 106.772 53.778
15905.273 106.774 53.778
15905.640 106.775 53.778
15906.006 106.777 53.778
15906.372 106.778 53.778
15906.738 106.779 53.778
15907.104 106.781 53.778
15907.471 106.782 53.778
15907.837 106.784 53.778
15908.203 106.785 53.778
15908.569 106.787 53.779
15908.936 106.788 53.779
15909.302 106.790 53.779
15909.668 106.791 53.779
15910.034 106.792 53.779
15910.400 106.794 53.779
15910.767 106.795 53.779
15911.133 106.797 53.779
15911.499 106.798 53.779
15911.865 106.800 53.779
15912.231 106.801 53.779
15912.598 106.803 53.779
15912.964 106.804 53.779
15913.330 106.805 53.779
15913.696 106.807 53.779
15914.062 106.808 53.779
15914.429 106.810 53.779
15914.795 106.811 53.779
15915.161 106.813 53.779
15915.527 106.814 53.779
15915.894 106.816 53.779
15916.260 106.817 53.779
15916.626 106.818 53.779
15916.992 106.820 53.779
15917.358 106.821 53.779
15917.725 106.823 53.779
15918.091 106.824 53.779
15918.457 106.826 53.779
15918.823 106.827 53.779
15919.189 106.828 53.779
15919.556 106.830 53.779
15919.922 106.831 53.779
15920.288 106.833 53.779
15920.654 106.834 53.779
15921.021 106.836 53.779
15921.387 106.837 53.779
15921.753 106.839 53.779
15922.119 106.840 53.779
15922.485 106.841 53.779
15922.852 106.843 53.779
15923.218 106.844 53.779
15923.584 106.846 53.779
15923.950 106.847 53.779
15924.316 106.849 53.779
15924.683 106.850 53.779
15925.049 106.852 53.779
15925.415 106.853 53.779
15925.781 106.854 53.779
15926.147 106.856 53.779
15926.514 106.857 53.779
15926.880 106.859 53.779
15927.246 106.860 53.779
15927.612 106.862 53.779
15927.979 106.863 53.779
15928.345 106.865 53.779
15928.711 106.866 53.779
15929.077 106.867 53.779
15929.443 106.869 53.779
15929.810 106.870 53.779
15930.176 106.872 53.779
15930.542 106.873 53.779
15930.908 106.875 53.779
15931.274 106.876 53.779
15931.641 106.877 53.779
15932.007 106.879 53.779
15932.373 106.880 53.779
15932.739 106.882 53.779
15933.105 106.883 53.779
15933.472 106.885 53.779
15933.838 106.886 53.779
15934.204 106.888 53.779
15934.570 106.889 53.779
15934.937 106.890 53.779
15935.303 106.892 53.779
15935.669 106.893 53.779
15936.035 106.895 53.779
15936.401 106.896 53.779
15936.768 106.898 53.779
15937.134 106.899 53.779
15937.500 106.901 53.779
15937.866 106.902 53.779
15938.232 106.903 53.779
15938.599 106.905 53.779
15938.965 106.906 53.779
15939.331 106.908 53.779
15939.697 106.909 53.779
15940.063 106.911 53.779
15940.430 106.912 53.779
15940.796 106.914 53.779
15941.162 106.915 53.779
15941.528 106.916 53.779
15941.895 106.918 53.779
15942.261 106.919 53.779
15942.627 106.921 53.779
15942.993 106.922 53.780
15943.359 106.924 53.780
15943.726 106.925 53.780
15944.092 106.926 53.780
15944.458 106.928 53.780
15944.824 106.929 53.780
15945.190 106.931 53.780
15945.557 106.932 53.780
15945.923 106.934 53.780
15946.289 106.935 53.780
15946.655 106.937 53.780
15947.021 106.938 53.780
15947.388 106.939 53.780
15947.754 106.941 53.780
15948.120 106.942 53.780
15948.486 106.944 53.780
15948.853 106.945 53.780
15949.219 106.947 53.780
15949.585 106.948 53.780
15949.951 106.950 53.780
15950.317 106.951 53.780
15950.684 106.952 53.780
15951.050 106.954 53.780
15951.416 106.955 53.780
15951.782 106.957 53.780
15952.148 106.958 53.780
15952.515 106.960 53.780
15952.881 106.961 53.780
15953.247 106.962 53.780
15953.613 106.964 53.780
15953.979 106.965 53.780
15954.346 106.967 53.780
15954.712 106.968 53.780
15955.078 106.970 53.780
15955.444 106.971 53.780
15955.811 106.973 53.780
15956.177 106.974 53.780
15956.543 106.975 53.780
15956.909 106.977 53.780
15957.275 106.978 53.780
15957.642 106.980 53.780
15958.008 106.981 53.780
15958.374 106.983 53.780
15958.740 106.984 53.780
15959.106 106.986 53.780
15959.473 106.987 53.780
15959.839 106.988 53.780
15960.205 106.990 53.780
15960.571 106.991 53.780
15960.938 106.993 53.780
15961.304 106.994 53.780
15961.670 106.996 53.780
15962.036 106.997 53.780
15962.402 106.998 53.780
15962.769 107.000 53.780
15963.135 107.001 53.780
15963.501 107.003 53.780
15963.867 107.004 53.780
15964.233 107.006 53.780
15964.600 107.007 53.780
15964.966 107.009 53.780
15965.332 107.010 53.780
15965.698 107.011 53.780
15966.064 107.013 53.780
15966.431 107.014 53.780
15966.797 107.016 53.780
15967.163 107.017 53.780
15967.529 107.019 53.780
15967.896 107.020 53.780
15968.262 107.021 53.780
15968.628 107.023 53.780
15968.994 107.024 53.780
15969.360 107.026 53.780
15969.727 107.027 53.780
15970.093 107.029 53.780
15970.459 107.030 53.780
15970.825 107.032 53.780
15971.191 107.033 53.780
15971.558 107.034 53.780
15971.924 107.036 53.780
15972.290 107.037 53.780
15972.656 107.039 53.780
15973.022 107.040 53.780
15973.389 107.042 53.780
15973.755 107.043 53.780
15974.121 107.045 53.780
15974.487 107.046 53.780
15974.854 107.047 53.780
15975.220 107.049 53.780
15975.586 107.050 53.780
15975.952 107.052 53.780
15976.318 107.053 53.780
15976.685 107.055 53.781
15977.051 107.056 53.781
15977.417 107.057 53.781
15977.783 107.059 53.781
15978.149 107.060 53.781
15978.516 107.062 53.781
15978.882 107.063 53.781
15979.248 107.065 53.781
15979.614 107.066 53.781
15979.980 107.068 53.781
15980.347 107.069 53.781
15980.713 107.070 53.781
15981.079 107.072 53.781
15981.445 107.073 53.781
15981.812 107.075 53.781
15982.178 107.076 53.781
15982.544 107.078 53.781
15982.910 107.079 53.781
15983.276 107.080 53.781
15983.643 107.082 53.781
15984.009 107.083 53.781
15984.375 107.085 53.781
15984.741 107.086 53.781
15985.107 107.088 53.781
15985.474 107.089 53.781
15985.840 107.091 53.781
15986.206 107.092 53.781
15986.572 107.093 53.781
15986.938 107.095 53.781
15987.305 107.096 53.781
15987.671 107.098 53.781
15988.037 107.099 53.781
15988.403 107.101 53.781
15988.770 107.102 53.781
15989.136 107.103 53.781
15989.502 107.105 53.781
15989.868 107.106 53.781
15990.234 107.108 53.781
15990.601 107.109 53.781
15990.967 107.111 53.781
15991.333 107.112 53.781
15991.699 107.114 53.781
15992.065 107.115 53.781
15992.432 107.116 53.781
15992.798 107.118 53.781
15993.164 107.119 53.781
15993.530 107.121 53.781
15993.896 107.122 53.781
15994.263 107.124 53.781
15994.629 107.125 53.781
15994.995 107.126 53.781
15995.361 107.128 53.781
15995.728 107.129 53.781
15996.094 107.131 53.781
15996.460 107.132 53.781
15996.826 107.134 53.781
15997.192 107.135 53.781
15997.559 107.137 53.781
15997.925 107.138 53.781
15998.291 107.139 53.781
15998.657 107.141 53.781
15999.023 107.142 53.781
15999.390 107.144 53.781
15999.756 107.145 53.781
16000.122 107.147 53.781
16000.488 107.148 53.781
16000.854 107.150 53.781
16001.221 107.151 53.781
16001.587 107.152 53.781
16001.953 107.154 53.781
16002.319 107.155 53.781
16002.686 107.157 53.781
16003.052 107.158 53.781
16003.418 107.160 53.781
16003.784 107.161 53.781
16004.150 107.162 53.781
16004.517 107.164 53.781
16004.883 107.165 53.781
16005.249 107.167 53.781
16005.615 107.168 53.781
16005.981 107.170 53.781
16006.348 107.171 53.781
16006.714 107.173 53.781
16007.080 107.174 53.781
16007.446 107.175 53.781
16007.812 107.177 53.781
16008.179 107.178 53.781
16008.545 107.180 53.781
16008.911 107.181 53.781
16009.277 107.183 53.781
16009.644 107.184 53.781
16010.010 107.185 53.781
16010.376 107.187 53.782
16010.742 107.188 53.782
16011.108 107.190 53.782
16011.475 107.191 53.782
16011.841 107.193 53.782
16012.207 107.194 53.782
16012.573 107.196 53.782
16012.939 107.197 53.782
16013.306 107.198 53.782
16013.672 107.200 53.782
16014.038 107.201 53.782
16014.404 107.203 53.782
16014.771 107.204 53.782
16015.137 107.206 53.782
16015.503 107.207 53.782
16015.869 107.208 53.782
16016.235 107.210 53.782
16016.602 107.211 53.782
16016.968 107.213 53.782
16017.334 107.214 53.782
16017.700 107.216 53.782
16018.066 107.217 53.782
16018.433 107.218 53.782
16018.799 107.220 53.782
16019.165 107.221 53.782
16019.531 107.223 53.782
16019.897 107.224 53.782
16020.264 107.226 53.782
16020.630 107.227 53.782
16020.996 107.229 53.782
16021.362 107.230 53.782
16021.729 107.231 53.782
16022.095 107.233 53.782
16022.461 107.234 53.782
16022.827 107.236 53.782
16023.193 107.237 53.782
16023.560 107.239 53.782
16023.926 107.240 53.782
16024.292 107.241 53.782
16024.658 107.243 53.782
16025.024 107.244 53.782
16025.391 107.246 53.782
16025.757 107.247 53.782
16026.123 107.249 53.782
16026.489 107.250 53.782
16026.855 107.252 53.782
16027.222 107.253 53.782
16027.588 107.254 53.782
16027.954 107.256 53.782
16028.320 107.257 53.782
16028.687 107.259 53.782
16029.053 107.260 53.782
16029.419 107.262 53.782
16029.785 107.263 53.782
16030.151 107.264 53.782
16030.518 107.266 53.782
16030.884 107.267 53.782
16031.250 107.269 53.782
16031.616 107.270 53.782
16031.982 107.272 53.782
16032.349 107.273 53.782
16032.715 107.275 53.782
16033.081 107.276 53.782
16033.447 107.277 53.782
16033.813 107.279 53.782
16034.180 107.280 53.782
16034.546 107.282 53.782
16034.912 107.283 53.782
16035.278 107.285 53.782
16035.645 107.286 53.782
16036.011 107.287 53.782
16036.377 107.289 53.782
16036.743 107.290 53.782
16037.109 107.292 53.782
16037.476 107.293 53.782
16037.842 107.295 53.782
16038.208 107.296 53.782
16038.574 107.298 53.782
16038.940 107.299 53.782
16039.307 107.300 53.782
16039.673 107.302 53.782
16040.039 107.303 53.782
16040.405 107.305 53.782
16040.771 107.306 53.782
16041.138 107.308 53.782
16041.504 107.309 53.782
16041.870 107.310 53.782
16042.236 107.312 53.782
16042.603 107.313 53.782
16042.969 107.315 53.782
16043.335 107.316 53.783
16043.701 107.318 53.783
16044.067 107.319 53.783
16044.434 107.320 53.783
16044.800 107.322 53.783
16045.166 107.323 53.783
16045.532 107.325 53.783
16045.898 107.326 53.783
16046.265 107.328 53.783
16046.631 107.329 53.783
16046.997 107.331 53.783
16047.363 107.332 53.783
16047.729 107.333 53.783
16048.096 107.335 53.783
16048.462 107.336 53.783
16048.828 107.338 53.783
16049.194 107.339 53.783
16049.561 107.341 53.783
16049.927 107.342 53.783
16050.293 107.343 53.783
16050.659 107.345 53.783
16051.025 107.346 53.783
16051.392 107.348 53.783
16051.758 107.349 53.783
16052.124 107.351 53.783
16052.490 107.352 53.783
16052.856 107.353 53.783
16053.223 107.355 53.783
16053.589 107.356 53.783
16053.955 107.358 53.783
16054.321 107.359 53.783
16054.688 107.361 53.783
16055.054 107.362 53.783
16055.420 107.364 53.783
16055.786 107.365 53.783
16056.152 107.366 53.783
16056.519 107.368 53.783
16056.885 107.369 53.783
16057.251 107.371 53.783
16057.617 107.372 53.783
16057.983 107.374 53.783
16058.350 107.375 53.783
16058.716 107.376 53.783
16059.082 107.378 53.783
16059.448 107.379 53.783
16059.814 107.381 53.783
16060.181 107.382 53.783
16060.547 107.384 53.783
16060.913 107.385 53.783
16061.279 107.387 53.783
16061.646 107.388 53.783
16062.012 107.389 53.783
16062.378 107.391 53.783
16062.744 107.392 53.783
16063.110 107.394 53.783
16063.477 107.395 53.783
16063.843 107.397 53.783
16064.209 107.398 53.783
16064.575 107.399 53.783
16064.941 107.401 53.783
16065.308 107.402 53.783
16065.674 107.404 53.783
16066.040 107.405 53.783
16066.406 107.407 53.783
16066.772 107.408 53.783
16067.139 107.409 53.783
16067.505 107.411 53.783
16067.871 107.412 53.783
16068.237 107.414 53.783
16068.604 107.415 53.783
16068.970 107.417 53.783
16069.336 107.418 53.783
16069.702 107.420 53.783
16070.068 107.421 53.783
16070.435 107.422 53.783
16070.801 107.424 53.783
16071.167 107.425 53.783
16071.533 107.427 53.783
16071.899 107.428 53.783
16072.266 107.430 53.783
16072.632 107.431 53.783
16072.998 107.432 53.783
16073.364 107.434 53.783
16073.730 107.435 53.783
16074.097 107.437 53.783
16074.463 107.438 53.783
16074.829 107.440 53.783
16075.195 107.441 53.783
16075.562 107.442 53.783
16075.928 107.444 53.784
16076.294 107.445 53.784
16076.660 107.447 53.784
16077.026 107.448 53.784
16077.393 107.450 53.784
16077.759 107.451 53.784
16078.125 107.453 53.784
16078.491 107.454 53.784
16078.857 107.455 53.784
16079.224 107.457 53.784
16079.590 107.458 53.784
16079.956 107.460 53.784
16080.322 107.461 53.784
16080.688 107.463 53.784
16081.055 107.464 53.784
16081.421 107.465 53.784
16081.787 107.467 53.784
16082.153 107.468 53.784
16082.520 107.470 53.784
16082.886 107.471 53.784
16083.252 107.473 53.784
16083.618 107.474 53.784
16083.984 107.475 53.784
16084.351 107.477 53.784
16084.717 107.478 53.784
16085.083 107.480 53.784
16085.449 107.481 53.784
16085.815 107.483 53.784
16086.182 107.484 53.784
16086.548 107.485 53.784
16086.914 107.487 53.784
16087.280 107.488 53.784
16087.646 107.490 53.784
16088.013 107.491 53.784
16088.379 107.493 53.784
16088.745 107.494 53.784
16089.111 107.496 53.784
16089.478 107.497 53.784
16089.844 107.498 53.784
16090.210 107.500 53.784
16090.576 107.501 53.784
16090.942 107.503 53.784
16091.309 107.504 53.784
16091.675 107.506 53.784
16092.041 107.507 53.784
16092.407 107.508 53.784
16092.773 107.510 53.784
16093.140 107.511 53.784
16093.506 107.513 53.784
16093.872 107.514 53.784
16094.238 107.516 53.784
16094.604 107.517 53.784
16094.971 107.518 53.784
16095.337 107.520 53.784
16095.703 107.521 53.784
16096.069 107.523 53.784
16096.436 107.524 53.784
16096.802 107.526 53.784
16097.168 107.527 53.784
16097.534 107.529 53.784
16097.900 107.530 53.784
16098.267 107.531 53.784
16098.633 107.533 53.784
16098.999 107.534 53.784
16099.365 107.536 53.784
16099.731 107.537 53.784
16100.098 107.539 53.784
16100.464 107.540 53.784
16100.830 107.541 53.784
16101.196 107.543 53.784
16101.562 107.544 53.784
16101.929 107.546 53.784
16102.295 107.547 53.784
16102.661 107.549 53.784
16103.027 107.550 53.784
16103.394 107.551 53.784
16103.760 107.553 53.784
16104.126 107.554 53.784
16104.492 107.556 53.784
16104.858 107.557 53.784
16105.225 107.559 53.784
16105.591 107.560 53.784
16105.957 107.561 53.784
16106.323 107.563 53.784
16106.689 107.564 53.784
16107.056 107.566 53.784
16107.422 107.567 53.784
16107.788 107.569 53.785
16108.154 107.570 53.785
16108.521 107.572 53.785
16108.887 107.573 53.785
16109.253 107.574 53.785
16109.619 107.576 53.785
16109.985 107.577 53.785
16110.352 107.579 53.785
16110.718 107.580 53.785
16111.084 107.582 53.785
16111.450 107.583 53.785
16111.816 107.584 53.785
16112.183 107.586 53.785
16112.549 107.587 53.785
16112.915 107.589 53.785
16113.281 107.590 53.785
