* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -8,0 dBFS, at 96000 Hz
* Dated: 4.10.2019 13:27:35
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: ; 
* Measurement: nov imp bass
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
5668.945 56.433 54.057
5669.312 56.436 54.057
5669.678 56.438 54.057
5670.044 56.440 54.057
5670.410 56.443 54.057
5670.776 56.445 54.057
5671.143 56.448 54.057
5671.509 56.450 54.057
5671.875 56.452 54.058
5672.241 56.455 54.058
5672.607 56.457 54.058
5672.974 56.460 54.058
5673.340 56.462 54.058
5673.706 56.464 54.058
5674.072 56.467 54.058
5674.438 56.469 54.058
5674.805 56.471 54.058
5675.171 56.474 54.058
5675.537 56.476 54.059
5675.903 56.479 54.059
5676.270 56.481 54.059
5676.636 56.483 54.059
5677.002 56.486 54.059
5677.368 56.488 54.059
5677.734 56.491 54.059
5678.101 56.493 54.059
5678.467 56.495 54.059
5678.833 56.498 54.060
5679.199 56.500 54.060
5679.565 56.502 54.060
5679.932 56.505 54.060
5680.298 56.507 54.060
5680.664 56.510 54.060
5681.030 56.512 54.060
5681.396 56.514 54.060
5681.763 56.517 54.060
5682.129 56.519 54.060
5682.495 56.522 54.061
5682.861 56.524 54.061
5683.228 56.526 54.061
5683.594 56.529 54.061
5683.960 56.531 54.061
5684.326 56.533 54.061
5684.692 56.536 54.061
5685.059 56.538 54.061
5685.425 56.541 54.061
5685.791 56.543 54.062
5686.157 56.545 54.062
5686.523 56.548 54.062
5686.890 56.550 54.062
5687.256 56.553 54.062
5687.622 56.555 54.062
5687.988 56.557 54.062
5688.354 56.560 54.062
5688.721 56.562 54.062
5689.087 56.564 54.062
5689.453 56.567 54.063
5689.819 56.569 54.063
5690.186 56.572 54.063
5690.552 56.574 54.063
5690.918 56.576 54.063
5691.284 56.579 54.063
5691.650 56.581 54.063
5692.017 56.584 54.063
5692.383 56.586 54.063
5692.749 56.588 54.064
5693.115 56.591 54.064
5693.481 56.593 54.064
5693.848 56.595 54.064
5694.214 56.598 54.064
5694.580 56.600 54.064
5694.946 56.603 54.064
5695.312 56.605 54.064
5695.679 56.607 54.064
5696.045 56.610 54.064
5696.411 56.612 54.065
5696.777 56.615 54.065
5697.144 56.617 54.065
5697.510 56.619 54.065
5697.876 56.622 54.065
5698.242 56.624 54.065
5698.608 56.626 54.065
5698.975 56.629 54.065
5699.341 56.631 54.065
5699.707 56.634 54.066
5700.073 56.636 54.066
5700.439 56.638 54.066
5700.806 56.641 54.066
5701.172 56.643 54.066
5701.538 56.646 54.066
5701.904 56.648 54.066
5702.271 56.650 54.066
5702.637 56.653 54.066
5703.003 56.655 54.067
5703.369 56.657 54.067
5703.735 56.660 54.067
5704.102 56.662 54.067
5704.468 56.665 54.067
5704.834 56.667 54.067
5705.200 56.669 54.067
5705.566 56.672 54.067
5705.933 56.674 54.067
5706.299 56.677 54.067
5706.665 56.679 54.068
5707.031 56.681 54.068
5707.397 56.684 54.068
5707.764 56.686 54.068
5708.130 56.688 54.068
5708.496 56.691 54.068
5708.862 56.693 54.068
5709.229 56.696 54.068
5709.595 56.698 54.068
5709.961 56.700 54.069
5710.327 56.703 54.069
5710.693 56.705 54.069
5711.060 56.708 54.069
5711.426 56.710 54.069
5711.792 56.712 54.069
5712.158 56.715 54.069
5712.524 56.717 54.069
5712.891 56.719 54.069
5713.257 56.722 54.070
5713.623 56.724 54.070
5713.989 56.727 54.070
5714.355 56.729 54.070
5714.722 56.731 54.070
5715.088 56.734 54.070
5715.454 56.736 54.070
5715.820 56.739 54.070
5716.187 56.741 54.070
5716.553 56.743 54.070
5716.919 56.746 54.071
5717.285 56.748 54.071
5717.651 56.751 54.071
5718.018 56.753 54.071
5718.384 56.755 54.071
5718.750 56.758 54.071
5719.116 56.760 54.071
5719.482 56.762 54.071
5719.849 56.765 54.071
5720.215 56.767 54.072
5720.581 56.770 54.072
5720.947 56.772 54.072
5721.313 56.774 54.072
5721.680 56.777 54.072
5722.046 56.779 54.072
5722.412 56.782 54.072
5722.778 56.784 54.072
5723.145 56.786 54.072
5723.511 56.789 54.073
5723.877 56.791 54.073
5724.243 56.793 54.073
5724.609 56.796 54.073
5724.976 56.798 54.073
5725.342 56.801 54.073
5725.708 56.803 54.073
5726.074 56.805 54.073
5726.440 56.808 54.073
5726.807 56.810 54.074
5727.173 56.813 54.074
5727.539 56.815 54.074
5727.905 56.817 54.074
5728.271 56.820 54.074
5728.638 56.822 54.074
5729.004 56.824 54.074
5729.370 56.827 54.074
5729.736 56.829 54.074
5730.103 56.832 54.074
5730.469 56.834 54.075
5730.835 56.836 54.075
5731.201 56.839 54.075
5731.567 56.841 54.075
5731.934 56.844 54.075
5732.300 56.846 54.075
5732.666 56.848 54.075
5733.032 56.851 54.075
5733.398 56.853 54.075
5733.765 56.855 54.076
5734.131 56.858 54.076
5734.497 56.860 54.076
5734.863 56.863 54.076
5735.229 56.865 54.076
5735.596 56.867 54.076
5735.962 56.870 54.076
5736.328 56.872 54.076
5736.694 56.875 54.076
5737.061 56.877 54.077
5737.427 56.879 54.077
5737.793 56.882 54.077
5738.159 56.884 54.077
5738.525 56.887 54.077
5738.892 56.889 54.077
5739.258 56.891 54.077
5739.624 56.894 54.077
5739.990 56.896 54.077
5740.356 56.898 54.078
5740.723 56.901 54.078
5741.089 56.903 54.078
5741.455 56.906 54.078
5741.821 56.908 54.078
5742.188 56.910 54.078
5742.554 56.913 54.078
5742.920 56.915 54.078
5743.286 56.918 54.078
5743.652 56.920 54.078
5744.019 56.922 54.079
5744.385 56.925 54.079
5744.751 56.927 54.079
5745.117 56.929 54.079
5745.483 56.932 54.079
5745.850 56.934 54.079
5746.216 56.937 54.079
5746.582 56.939 54.079
5746.948 56.941 54.079
5747.314 56.944 54.080
5747.681 56.946 54.080
5748.047 56.949 54.080
5748.413 56.951 54.080
5748.779 56.953 54.080
5749.146 56.956 54.080
5749.512 56.958 54.080
5749.878 56.960 54.080
5750.244 56.963 54.080
5750.610 56.965 54.081
5750.977 56.968 54.081
5751.343 56.970 54.081
5751.709 56.972 54.081
5752.075 56.975 54.081
5752.441 56.977 54.081
5752.808 56.980 54.081
5753.174 56.982 54.081
5753.540 56.984 54.081
5753.906 56.987 54.082
5754.272 56.989 54.082
5754.639 56.992 54.082
5755.005 56.994 54.082
5755.371 56.996 54.082
5755.737 56.999 54.082
5756.104 57.001 54.082
5756.470 57.003 54.082
5756.836 57.006 54.082
5757.202 57.008 54.083
5757.568 57.011 54.083
5757.935 57.013 54.083
5758.301 57.015 54.083
5758.667 57.018 54.083
5759.033 57.020 54.083
5759.399 57.023 54.083
5759.766 57.025 54.083
5760.132 57.027 54.083
5760.498 57.030 54.083
5760.864 57.032 54.084
5761.230 57.034 54.084
5761.597 57.037 54.084
5761.963 57.039 54.084
5762.329 57.042 54.084
5762.695 57.044 54.084
5763.062 57.046 54.084
5763.428 57.049 54.084
5763.794 57.051 54.084
5764.160 57.054 54.085
5764.526 57.056 54.085
5764.893 57.058 54.085
5765.259 57.061 54.085
5765.625 57.063 54.085
5765.991 57.065 54.085
5766.357 57.068 54.085
5766.724 57.070 54.085
5767.090 57.073 54.085
5767.456 57.075 54.086
5767.822 57.077 54.086
5768.188 57.080 54.086
5768.555 57.082 54.086
5768.921 57.085 54.086
5769.287 57.087 54.086
5769.653 57.089 54.086
5770.020 57.092 54.086
5770.386 57.094 54.086
5770.752 57.097 54.087
5771.118 57.099 54.087
5771.484 57.101 54.087
5771.851 57.104 54.087
5772.217 57.106 54.087
5772.583 57.108 54.087
5772.949 57.111 54.087
5773.315 57.113 54.087
5773.682 57.116 54.087
5774.048 57.118 54.087
5774.414 57.120 54.088
5774.780 57.123 54.088
5775.146 57.125 54.088
5775.513 57.128 54.088
5775.879 57.130 54.088
5776.245 57.132 54.088
5776.611 57.135 54.088
5776.978 57.137 54.088
5777.344 57.139 54.088
5777.710 57.142 54.089
5778.076 57.144 54.089
5778.442 57.147 54.089
5778.809 57.149 54.089
5779.175 57.151 54.089
5779.541 57.154 54.089
5779.907 57.156 54.089
5780.273 57.159 54.089
5780.640 57.161 54.089
5781.006 57.163 54.090
5781.372 57.166 54.090
5781.738 57.168 54.090
5782.104 57.171 54.090
5782.471 57.173 54.090
5782.837 57.175 54.090
5783.203 57.178 54.090
5783.569 57.180 54.090
5783.936 57.182 54.090
5784.302 57.185 54.090
5784.668 57.187 54.091
5785.034 57.190 54.091
5785.400 57.192 54.091
5785.767 57.194 54.091
5786.133 57.197 54.091
5786.499 57.199 54.091
5786.865 57.202 54.091
5787.231 57.204 54.091
5787.598 57.206 54.091
5787.964 57.209 54.092
5788.330 57.211 54.092
5788.696 57.214 54.092
5789.062 57.216 54.092
5789.429 57.218 54.092
5789.795 57.221 54.092
5790.161 57.223 54.092
5790.527 57.225 54.092
5790.894 57.228 54.092
5791.260 57.230 54.093
5791.626 57.233 54.093
5791.992 57.235 54.093
5792.358 57.237 54.093
5792.725 57.240 54.093
5793.091 57.242 54.093
5793.457 57.245 54.093
5793.823 57.247 54.093
5794.189 57.249 54.093
5794.556 57.252 54.093
5794.922 57.254 54.094
5795.288 57.256 54.094
5795.654 57.259 54.094
5796.021 57.261 54.094
5796.387 57.264 54.094
5796.753 57.266 54.094
5797.119 57.268 54.094
5797.485 57.271 54.094
5797.852 57.273 54.094
5798.218 57.276 54.095
5798.584 57.278 54.095
5798.950 57.280 54.095
5799.316 57.283 54.095
5799.683 57.285 54.095
5800.049 57.288 54.095
5800.415 57.290 54.095
5800.781 57.292 54.095
5801.147 57.295 54.095
5801.514 57.297 54.096
5801.880 57.299 54.096
5802.246 57.302 54.096
5802.612 57.304 54.096
5802.979 57.307 54.096
5803.345 57.309 54.096
5803.711 57.311 54.096
5804.077 57.314 54.096
5804.443 57.316 54.096
5804.810 57.319 54.096
5805.176 57.321 54.097
5805.542 57.323 54.097
5805.908 57.326 54.097
5806.274 57.328 54.097
5806.641 57.331 54.097
5807.007 57.333 54.097
5807.373 57.335 54.097
5807.739 57.338 54.097
5808.105 57.340 54.097
5808.472 57.342 54.098
5808.838 57.345 54.098
5809.204 57.347 54.098
5809.570 57.350 54.098
5809.937 57.352 54.098
5810.303 57.354 54.098
5810.669 57.357 54.098
5811.035 57.359 54.098
5811.401 57.362 54.098
5811.768 57.364 54.098
5812.134 57.366 54.099
5812.500 57.369 54.099
5812.866 57.371 54.099
5813.232 57.373 54.099
5813.599 57.376 54.099
5813.965 57.378 54.099
5814.331 57.381 54.099
5814.697 57.383 54.099
5815.063 57.385 54.099
5815.430 57.388 54.100
5815.796 57.390 54.100
5816.162 57.393 54.100
5816.528 57.395 54.100
5816.895 57.397 54.100
5817.261 57.400 54.100
5817.627 57.402 54.100
5817.993 57.405 54.100
5818.359 57.407 54.100
5818.726 57.409 54.101
5819.092 57.412 54.101
5819.458 57.414 54.101
5819.824 57.416 54.101
5820.190 57.419 54.101
5820.557 57.421 54.101
5820.923 57.424 54.101
5821.289 57.426 54.101
5821.655 57.428 54.101
5822.021 57.431 54.101
5822.388 57.433 54.102
5822.754 57.436 54.102
5823.120 57.438 54.102
5823.486 57.440 54.102
5823.853 57.443 54.102
5824.219 57.445 54.102
5824.585 57.448 54.102
5824.951 57.450 54.102
5825.317 57.452 54.102
5825.684 57.455 54.102
5826.050 57.457 54.103
5826.416 57.459 54.103
5826.782 57.462 54.103
5827.148 57.464 54.103
5827.515 57.467 54.103
5827.881 57.469 54.103
5828.247 57.471 54.103
5828.613 57.474 54.103
5828.979 57.476 54.103
5829.346 57.479 54.104
5829.712 57.481 54.104
5830.078 57.483 54.104
5830.444 57.486 54.104
5830.811 57.488 54.104
5831.177 57.490 54.104
5831.543 57.493 54.104
5831.909 57.495 54.104
5832.275 57.498 54.104
5832.642 57.500 54.104
5833.008 57.502 54.105
5833.374 57.505 54.105
5833.740 57.507 54.105
5834.106 57.510 54.105
5834.473 57.512 54.105
5834.839 57.514 54.105
5835.205 57.517 54.105
5835.571 57.519 54.105
5835.938 57.522 54.105
5836.304 57.524 54.106
5836.670 57.526 54.106
5837.036 57.529 54.106
5837.402 57.531 54.106
5837.769 57.533 54.106
5838.135 57.536 54.106
5838.501 57.538 54.106
5838.867 57.541 54.106
5839.233 57.543 54.106
5839.600 57.545 54.106
5839.966 57.548 54.107
5840.332 57.550 54.107
5840.698 57.553 54.107
5841.064 57.555 54.107
5841.431 57.557 54.107
5841.797 57.560 54.107
5842.163 57.562 54.107
5842.529 57.565 54.107
5842.896 57.567 54.107
5843.262 57.569 54.107
5843.628 57.572 54.108
5843.994 57.574 54.108
5844.360 57.576 54.108
5844.727 57.579 54.108
5845.093 57.581 54.108
5845.459 57.584 54.108
5845.825 57.586 54.108
5846.191 57.588 54.108
5846.558 57.591 54.108
5846.924 57.593 54.109
5847.290 57.596 54.109
5847.656 57.598 54.109
5848.022 57.600 54.109
5848.389 57.603 54.109
5848.755 57.605 54.109
5849.121 57.608 54.109
5849.487 57.610 54.109
5849.854 57.612 54.109
5850.220 57.615 54.109
5850.586 57.617 54.110
5850.952 57.619 54.110
5851.318 57.622 54.110
5851.685 57.624 54.110
5852.051 57.627 54.110
5852.417 57.629 54.110
5852.783 57.631 54.110
5853.149 57.634 54.110
5853.516 57.636 54.110
5853.882 57.639 54.110
5854.248 57.641 54.111
5854.614 57.643 54.111
5854.980 57.646 54.111
5855.347 57.648 54.111
5855.713 57.651 54.111
5856.079 57.653 54.111
5856.445 57.655 54.111
5856.812 57.658 54.111
5857.178 57.660 54.111
5857.544 57.662 54.111
5857.910 57.665 54.112
5858.276 57.667 54.112
5858.643 57.670 54.112
5859.009 57.672 54.112
5859.375 57.674 54.112
5859.741 57.677 54.112
5860.107 57.679 54.112
5860.474 57.682 54.112
5860.840 57.684 54.112
5861.206 57.686 54.112
5861.572 57.689 54.113
5861.938 57.691 54.113
5862.305 57.693 54.113
5862.671 57.696 54.113
5863.037 57.698 54.113
5863.403 57.701 54.113
5863.770 57.703 54.113
5864.136 57.705 54.113
5864.502 57.708 54.113
5864.868 57.710 54.113
5865.234 57.713 54.114
5865.601 57.715 54.114
5865.967 57.717 54.114
5866.333 57.720 54.114
5866.699 57.722 54.114
5867.065 57.725 54.114
5867.432 57.727 54.114
5867.798 57.729 54.114
5868.164 57.732 54.114
5868.530 57.734 54.114
5868.896 57.736 54.115
5869.263 57.739 54.115
5869.629 57.741 54.115
5869.995 57.744 54.115
5870.361 57.746 54.115
5870.728 57.748 54.115
5871.094 57.751 54.115
5871.460 57.753 54.115
5871.826 57.756 54.115
5872.192 57.758 54.115
5872.559 57.760 54.116
5872.925 57.763 54.116
5873.291 57.765 54.116
5873.657 57.768 54.116
5874.023 57.770 54.116
5874.390 57.772 54.116
5874.756 57.775 54.116
5875.122 57.777 54.116
5875.488 57.779 54.116
5875.854 57.782 54.116
5876.221 57.784 54.117
5876.587 57.787 54.117
5876.953 57.789 54.117
5877.319 57.791 54.117
5877.686 57.794 54.117
5878.052 57.796 54.117
5878.418 57.799 54.117
5878.784 57.801 54.117
5879.150 57.803 54.117
5879.517 57.806 54.117
5879.883 57.808 54.118
5880.249 57.811 54.118
5880.615 57.813 54.118
5880.981 57.815 54.118
5881.348 57.818 54.118
5881.714 57.820 54.118
5882.080 57.822 54.118
5882.446 57.825 54.118
5882.812 57.827 54.118
5883.179 57.830 54.118
5883.545 57.832 54.119
5883.911 57.834 54.119
5884.277 57.837 54.119
5884.644 57.839 54.119
5885.010 57.842 54.119
5885.376 57.844 54.119
5885.742 57.846 54.119
5886.108 57.849 54.119
5886.475 57.851 54.119
5886.841 57.853 54.119
5887.207 57.856 54.120
5887.573 57.858 54.120
5887.939 57.861 54.120
5888.306 57.863 54.120
5888.672 57.865 54.120
5889.038 57.868 54.120
5889.404 57.870 54.120
5889.771 57.873 54.120
5890.137 57.875 54.120
5890.503 57.877 54.120
5890.869 57.880 54.120
5891.235 57.882 54.121
5891.602 57.885 54.121
5891.968 57.887 54.121
5892.334 57.889 54.121
5892.700 57.892 54.121
5893.066 57.894 54.121
5893.433 57.896 54.121
5893.799 57.899 54.121
5894.165 57.901 54.121
5894.531 57.904 54.121
5894.897 57.906 54.122
5895.264 57.908 54.122
5895.630 57.911 54.122
5895.996 57.913 54.122
5896.362 57.916 54.122
5896.729 57.918 54.122
5897.095 57.920 54.122
5897.461 57.923 54.122
5897.827 57.925 54.122
5898.193 57.927 54.122
5898.560 57.930 54.123
5898.926 57.932 54.123
5899.292 57.935 54.123
5899.658 57.937 54.123
5900.024 57.939 54.123
5900.391 57.942 54.123
5900.757 57.944 54.123
5901.123 57.947 54.123
5901.489 57.949 54.123
5901.855 57.951 54.123
5902.222 57.954 54.123
5902.588 57.956 54.124
5902.954 57.959 54.124
5903.320 57.961 54.124
5903.687 57.963 54.124
5904.053 57.966 54.124
5904.419 57.968 54.124
5904.785 57.970 54.124
5905.151 57.973 54.124
5905.518 57.975 54.124
5905.884 57.978 54.124
5906.250 57.980 54.125
5906.616 57.982 54.125
5906.982 57.985 54.125
5907.349 57.987 54.125
5907.715 57.990 54.125
5908.081 57.992 54.125
5908.447 57.994 54.125
5908.813 57.997 54.125
5909.180 57.999 54.125
5909.546 58.001 54.125
5909.912 58.004 54.125
5910.278 58.006 54.126
5910.645 58.009 54.126
5911.011 58.011 54.126
5911.377 58.013 54.126
5911.743 58.016 54.126
5912.109 58.018 54.126
5912.476 58.021 54.126
5912.842 58.023 54.126
5913.208 58.025 54.126
5913.574 58.028 54.126
5913.940 58.030 54.126
5914.307 58.033 54.127
5914.673 58.035 54.127
5915.039 58.037 54.127
5915.405 58.040 54.127
5915.771 58.042 54.127
5916.138 58.044 54.127
5916.504 58.047 54.127
5916.870 58.049 54.127
5917.236 58.052 54.127
5917.603 58.054 54.127
5917.969 58.056 54.127
5918.335 58.059 54.128
5918.701 58.061 54.128
5919.067 58.064 54.128
5919.434 58.066 54.128
5919.800 58.068 54.128
5920.166 58.071 54.128
5920.532 58.073 54.128
5920.898 58.075 54.128
5921.265 58.078 54.128
5921.631 58.080 54.128
5921.997 58.083 54.129
5922.363 58.085 54.129
5922.729 58.087 54.129
5923.096 58.090 54.129
5923.462 58.092 54.129
5923.828 58.095 54.129
5924.194 58.097 54.129
5924.561 58.099 54.129
5924.927 58.102 54.129
5925.293 58.104 54.129
5925.659 58.107 54.129
5926.025 58.109 54.130
5926.392 58.111 54.130
5926.758 58.114 54.130
5927.124 58.116 54.130
5927.490 58.118 54.130
5927.856 58.121 54.130
5928.223 58.123 54.130
5928.589 58.126 54.130
5928.955 58.128 54.130
5929.321 58.130 54.130
5929.688 58.133 54.130
5930.054 58.135 54.131
5930.420 58.138 54.131
5930.786 58.140 54.131
5931.152 58.142 54.131
5931.519 58.145 54.131
5931.885 58.147 54.131
5932.251 58.149 54.131
5932.617 58.152 54.131
5932.983 58.154 54.131
5933.350 58.157 54.131
5933.716 58.159 54.131
5934.082 58.161 54.132
5934.448 58.164 54.132
5934.814 58.166 54.132
5935.181 58.169 54.132
5935.547 58.171 54.132
5935.913 58.173 54.132
5936.279 58.176 54.132
5936.646 58.178 54.132
5937.012 58.180 54.132
5937.378 58.183 54.132
5937.744 58.185 54.132
5938.110 58.188 54.132
5938.477 58.190 54.133
5938.843 58.192 54.133
5939.209 58.195 54.133
5939.575 58.197 54.133
5939.941 58.200 54.133
5940.308 58.202 54.133
5940.674 58.204 54.133
5941.040 58.207 54.133
5941.406 58.209 54.133
5941.772 58.211 54.133
5942.139 58.214 54.133
5942.505 58.216 54.134
5942.871 58.219 54.134
5943.237 58.221 54.134
5943.604 58.223 54.134
5943.970 58.226 54.134
5944.336 58.228 54.134
5944.702 58.231 54.134
5945.068 58.233 54.134
5945.435 58.235 54.134
5945.801 58.238 54.134
5946.167 58.240 54.134
5946.533 58.242 54.135
5946.899 58.245 54.135
5947.266 58.247 54.135
5947.632 58.250 54.135
5947.998 58.252 54.135
5948.364 58.254 54.135
5948.730 58.257 54.135
5949.097 58.259 54.135
5949.463 58.262 54.135
5949.829 58.264 54.135
5950.195 58.266 54.135
5950.562 58.269 54.135
5950.928 58.271 54.136
5951.294 58.273 54.136
5951.660 58.276 54.136
5952.026 58.278 54.136
5952.393 58.281 54.136
5952.759 58.283 54.136
5953.125 58.285 54.136
5953.491 58.288 54.136
5953.857 58.290 54.136
5954.224 58.293 54.136
5954.590 58.295 54.136
5954.956 58.297 54.137
5955.322 58.300 54.137
5955.688 58.302 54.137
5956.055 58.304 54.137
5956.421 58.307 54.137
5956.787 58.309 54.137
5957.153 58.312 54.137
5957.520 58.314 54.137
5957.886 58.316 54.137
5958.252 58.319 54.137
5958.618 58.321 54.137
5958.984 58.324 54.137
5959.351 58.326 54.138
5959.717 58.328 54.138
5960.083 58.331 54.138
5960.449 58.333 54.138
5960.815 58.335 54.138
5961.182 58.338 54.138
5961.548 58.340 54.138
5961.914 58.343 54.138
5962.280 58.345 54.138
5962.646 58.347 54.138
5963.013 58.350 54.138
5963.379 58.352 54.139
5963.745 58.355 54.139
5964.111 58.357 54.139
5964.478 58.359 54.139
5964.844 58.362 54.139
5965.210 58.364 54.139
5965.576 58.366 54.139
5965.942 58.369 54.139
5966.309 58.371 54.139
5966.675 58.374 54.139
5967.041 58.376 54.139
5967.407 58.378 54.139
5967.773 58.381 54.140
5968.140 58.383 54.140
